order_id,order_date,customer_id,segment,region,country,category,product,quantity,unit_price,discount,sales,profit,ship_mode
ORD-100851,2022-11-02 16:08:38,CUST-2713,Consumer,North America,Canada,Technology,Smartphone,2,526.43,0.15,894.93,169.12,Standard
ORD-104087,2023-12-27 01:26:27,CUST-1786,Consumer,Europe,United Kingdom,Furniture,Bookcase,3,211.78,0.0,635.34,196.44,Standard
ORD-108064,2024-08-28 02:58:55,CUST-2495,Corporate,Oceania,Australia,Technology,Smartphone,5,408.19,0.0,2040.95,695.55,Same Day
ORD-104553,2022-03-25 07:38:58,CUST-1300,Consumer,Europe,Spain,Technology,Laptop,1,480.13,0.1,432.12,63.4,Economy
ORD-104789,2022-11-29 09:25:09,CUST-1192,Home Office,Europe,United Kingdom,Furniture,Desk,10,240.85,0.15,2047.22,560.08,Standard
ORD-108906,2024-03-06 19:01:49,CUST-1316,Consumer,Europe,France,Office Supplies,Pens (Pack),3,12.77,0.0,38.31,10.44,Standard
ORD-102734,2024-04-25 20:12:10,CUST-1011,Consumer,North America,United States,Office Supplies,Notebook,5,11.92,0.2,47.68,7.99,Express
ORD-106252,2023-04-24 20:44:08,CUST-1481,Corporate,Europe,Spain,Office Supplies,Stapler,6,6.59,0.0,39.54,14.63,Standard
ORD-105853,2023-07-27 13:07:22,CUST-1662,Corporate,North America,Canada,Office Supplies,Notebook,6,11.12,0.0,66.72,22.68,Standard
ORD-107287,2024-03-10 20:20:39,CUST-1148,Corporate,North America,United States,Technology,Keyboard,9,657.72,0.0,5919.48,2373.45,Economy
ORD-102714,2023-11-01 17:41:05,CUST-1920,Home Office,Asia,Japan,Office Supplies,Notebook,7,10.0,0.15,59.5,12.06,Same Day
ORD-109731,2024-07-01 04:37:56,CUST-1324,Consumer,North America,United States,Office Supplies,Paper (Ream),10,14.59,0.0,145.9,45.7,Standard
ORD-107746,2024-07-06 03:11:18,CUST-2660,Corporate,Europe,France,Furniture,Office Chair,8,166.2,0.0,1329.6,352.08,Standard
ORD-107422,2023-12-11 18:40:05,CUST-2737,Consumer,North America,Mexico,Technology,Laptop,3,491.39,0.0,1474.17,494.56,Standard
ORD-104804,2023-08-03 01:59:50,CUST-1128,Consumer,Asia,India,Technology,Headphones,6,235.58,0.0,1413.48,464.25,Standard
ORD-109128,2022-09-09 01:39:30,CUST-2916,Corporate,North America,Canada,Technology,Keyboard,8,451.28,0.1,3249.22,521.25,Same Day
ORD-109906,2022-06-05 14:26:16,CUST-1149,Home Office,Europe,United Kingdom,Technology,Laptop,7,889.49,0.0,6226.43,2390.79,Standard
ORD-104592,2024-04-27 11:45:35,CUST-2782,Consumer,Asia,Japan,Technology,Monitor,-6,283.88,0.0,1703.28,623.79,Economy
ORD-107140,2024-07-04 13:43:05,CUST-1364,Home Office,Europe,United Kingdom,Furniture,Bookcase,4,275.77,0.15,937.62,224.52,Same Day
ORD-107492,2023-05-02 22:49:45,CUST-1705,Consumer,Asia,India,Office Supplies,Notebook,10,12.33,0.3,86.31,8.57,Standard
ORD-103672,2022-02-27 13:13:08,CUST-1174,Home Office,North America,Mexico,Technology,Smartphone,2,460.46,0.0,920.92,298.27,Standard
ORD-101744,2023-04-29 00:47:12,CUST-2408,Corporate,Asia,Japan,Technology,Smartphone,8,546.4,0.2,3496.96,363.44,Express
ORD-106109,2023-03-06 16:03:17,CUST-2107,Consumer,Europe,Germany,Technology,Monitor,4,342.22,0.0,1368.88,575.95,Economy
ORD-108407,2023-06-28 21:54:41,CUST-2483,Consumer,Asia,Singapore,Furniture,Desk,3,69.97,0.0,209.91,81.52,Standard
ORD-106048,2023-05-26 13:51:01,CUST-1134,Consumer,North America,Canada,Technology,Laptop,2,490.13,0.1,882.23,66.94,Standard
ORD-109647,2023-06-20 13:22:15,CUST-2924,,Europe,Spain,Office Supplies,Binder,3,9.92,0.1,26.78,6.16,
ORD-104064,2023-05-19 16:11:09,CUST-2851,Home Office,North America,Canada,Furniture,Office Chair,5,276.06,0.3,966.21,23.51,Standard
ORD-106915,2023-08-02 21:27:33,CUST-2905,Corporate,Asia,Singapore,Technology,Smartphone,8,505.68,0.0,4045.44,1318.75,Express
ORD-109539,2023-11-22 13:21:41,CUST-2978,Consumer,North America,United States,Office Supplies,Pens (Pack),10,15.55,0.0,155.5,63.43,Economy
ORD-101315,2023-05-15 17:15:21,CUST-2516,,Europe,Spain,Office Supplies,Stapler,8,15.88,0.0,127.04,36.49,
ORD-109628,2022-11-22 12:31:35,CUST-1893,Consumer,Oceania,Australia,Office Supplies,Pens (Pack),5,12.63,0.0,63.15,27.86,Same Day
ORD-102825,2022-02-02 18:11:48,CUST-2719,Consumer,Asia,Singapore,Office Supplies,Binder,5,6.53,0.0,32.65,12.32,Economy
ORD-104605,2023-02-27 08:50:54,CUST-1521,Consumer,North America,Mexico,Furniture,Bookcase,10,252.74,0.2,2021.92,584.89,Economy
ORD-109098,2024-10-25 03:25:46,CUST-2529,Corporate,Europe,Germany,Office Supplies,Stapler,10,8.11,0.15,68.93,17.64,Standard
ORD-107724,2023-05-04 06:38:32,CUST-2319,Home Office,Asia,India,Office Supplies,Stapler,11,10.09,0.0,110.99,44.33,Standard
ORD-104129,2022-03-21 13:44:11,CUST-2933,Home Office,Oceania,Australia,Office Supplies,Binder,9,25.1,0.2,180.72,39.13,Standard
ORD-105723,2023-06-06 23:14:07,CUST-1589,Consumer,Asia,Singapore,Technology,Smartphone,1,349.55,0.0,349.55,134.67,Standard
ORD-108428,2022-02-17 17:52:04,CUST-2918,Corporate,Oceania,New Zealand,Furniture,Lamp,2,178.99,0.1,322.18,94.85,Standard
ORD-108671,2022-01-27 09:46:14,CUST-2417,Consumer,North America,United States,Technology,Keyboard,2,665.95,0.0,1331.9,526.85,Express
ORD-106696,2024-03-31 12:29:23,CUST-2230,Consumer,North America,United States,Technology,Headphones,9,254.44,0.15,1946.47,441.54,Same Day
ORD-109643,2022-08-28 03:59:27,CUST-2214,Consumer,North America,Canada,Office Supplies,Stapler,1,13.02,0.0,13.02,3.28,Standard
ORD-106756,2024-03-12 05:35:44,CUST-2398,CONSUMER, Asia ,India,Office Supplies,Stapler,8,18.09,0.2,115.78,11.57,Standard
ORD-100206,2023-03-19 03:05:29,CUST-1689,Home Office,North America,Mexico,Office Supplies,Stapler,2,18.7,0.0,37.4,11.51,Economy
ORD-104089,2023-12-29 21:42:29,CUST-2820,Consumer,North America,United States,Furniture,Sofa,9,154.93,0.0,1394.37,490.89,Standard
ORD-109223,2022-12-05 22:29:33,CUST-1074,Corporate,Europe,Germany,Office Supplies,Pens (Pack),8,6.91,0.0,55.28,14.63,Same Day
ORD-104169,2022-10-06 11:07:13,CUST-1248,Home Office,Europe,Spain,Furniture,Desk,6,210.15,0.0,1260.9,370.6,Standard
ORD-102705,2024-08-17 00:34:51,CUST-2591,Consumer,Europe,United Kingdom,Furniture,Office Chair,9,225.12,0.1,1823.47,467.08,Standard
ORD-103716,2024-09-18 21:28:10,CUST-1865,Corporate,Asia,Japan,Furniture,Bookcase,8,216.41,0.2,1385.02,306.6,Economy
ORD-102737,2024-06-03 23:46:05,CUST-2414,Home Office,Europe,France,Office Supplies,Notebook,4,8.48,0.1,30.53,6.15,Express
ORD-108225,2023-07-05 03:10:17,CUST-1901,Consumer,North America,Canada,Technology,Keyboard,8,544.46,0.0,4355.68,1488.86,Express
ORD-109042,2024-06-13 17:27:07,CUST-1230,Consumer,North America,United States,Office Supplies,Stapler,7,7.62,0.15,45.34,7.94,Standard
ORD-105143,2023-10-17 09:41:26,CUST-1506,Corporate,Oceania,New Zealand,Office Supplies,Pens (Pack),7,14.72,0.1,92.74,28.94,Standard
ORD-100918,2022-12-13 17:15:29,CUST-1925,Corporate,North America,Mexico,Technology,Laptop,4,487.23,0.0,1948.92,784.66,Standard
ORD-107237,2023-05-13 11:51:56,CUST-1246,Corporate,Europe,United Kingdom,Technology,Keyboard,2,422.81,0.15,718.78,123.58,Express
ORD-107385,2024-08-16 08:08:16,CUST-1075,Corporate,Asia,India,Technology,Laptop,2,427.81,0.0,855.62,259.99,Express
ORD-107390,2023-02-01 06:54:51,CUST-1958,Corporate,North America,United States,Technology,Keyboard,8,857.07,0.0,6856.56,2228.66,Express
ORD-106373,2023-04-05 10:28:30,CUST-2778,Consumer,Asia,India,Technology,Headphones,3,281.57,0.1,760.24,204.29,Express
ORD-105552,2023-08-05 21:53:06,CUST-1312,Consumer,North America,Mexico,Furniture,Bookcase,9,245.09,0.1,1985.23,504.75,Economy
ORD-108829,2022-02-15 00:16:36,CUST-2011,Corporate,Oceania,Australia,Technology,Monitor,4,665.23,0.1,2394.83,775.7,Standard
ORD-100109,2024-12-18 03:29:29,CUST-2462,Corporate,Oceania,New Zealand,Office Supplies,Notebook,11,5.94,0.0,65.34,26.77,Standard
ORD-107072,2024-12-12 01:29:05,CUST-2180,Consumer,North America,United States,Office Supplies,Binder,10,15.61,0.1,140.49,39.38,Same Day
ORD-102554,2024-04-07 01:04:27,CUST-2353,Consumer,North America,Canada,Technology,Monitor,7,276.99,0.0,1938.93,663.16,Economy
ORD-102261,2022-07-27 04:30:00,CUST-2437,Home Office,Oceania,Australia,Technology,Laptop,11,444.18,0.2,3908.78,906.9,Express
ORD-107364,2023-03-14 20:10:24,CUST-1617,CORPORATE, North America ,United States,Office Supplies,Pens (Pack),1,14.87,0.1,13.38,2.43,Standard
ORD-106929,2024-01-17 08:15:02,CUST-2485,Home Office,Oceania,New Zealand,Office Supplies,Pens (Pack),5,13.17,0.2,52.68,4.11,Same Day
ORD-100815,2022-11-21 15:36:51,CUST-1917,Corporate,Asia,Singapore,Office Supplies,Binder,5,17.02,0.15,72.33,21.32,Economy
ORD-107717,2024-06-06 18:47:14,CUST-2103,Home Office,Asia,Japan,Furniture,Sofa,5,316.54,0.15,1345.3,404.38,Express
ORD-101472,2022-03-16 09:21:12,CUST-2912,Corporate,North America,Canada,Technology,Smartphone,9,409.47,0.15,3132.45,760.39,Same Day
ORD-105639,2023-01-27 08:16:50,CUST-2613,Consumer,Europe,France,Furniture,Desk,6,269.62,0.0,1617.72,691.3,Express
ORD-107247,2024-12-29 23:24:39,CUST-2161,Consumer,North America,Mexico,Technology,Laptop,3,691.2,0.0,2073.6,777.2,Express
ORD-104824,2023-06-11 20:30:29,CUST-2182,Corporate,Europe,France,Technology,Smartphone,1,483.69,0.0,483.69,162.11,Standard
ORD-101189,2022-02-13 19:05:03,CUST-2926,CONSUMER, Europe ,Spain,Technology,Laptop,1,293.92,0.1,264.53,66.9,Standard
ORD-100785,2024-10-17 06:36:09,CUST-1132,Consumer,North America,Canada,Technology,Laptop,3,743.82,0.15,1896.74,368.74,Standard
ORD-107859,2023-07-20 15:37:51,CUST-2652,Consumer,Asia,Japan,Technology,Laptop,11,437.84,0.0,4816.24,1530.99,Standard
ORD-103318,2024-08-20 01:55:55,CUST-1198,Corporate,North America,Canada,Furniture,Bookcase,7,251.63,0.0,1761.41,632.11,Same Day
ORD-104647,2024-05-22 15:49:25,CUST-1520,Corporate,North America,Canada,Technology,Keyboard,10,350.8,0.15,2981.8,593.99,Standard
ORD-107747,2022-07-14 10:12:00,CUST-2529,Corporate,Europe,Spain,Furniture,Bookcase,1,288.82,0.0,288.82,112.88,Standard
ORD-105852,2024-06-05 02:26:23,CUST-1973,Consumer,North America,Mexico,Office Supplies,Paper (Ream),11,20.35,0.0,223.85,107.89,Economy
ORD-106886,2023-12-19 17:47:44,CUST-2086,Corporate,Europe,United Kingdom,Office Supplies,Pens (Pack),3,20.14,0.0,60.42,21.54,Economy
ORD-108635,2024-08-21 04:52:01,CUST-1943,Home Office,Europe,France,Office Supplies,Stapler,5,8.75,0.0,43.75,13.23,Standard
ORD-102800,2022-09-15 04:44:03,CUST-2004,Corporate,Oceania,New Zealand,Furniture,Bookcase,8,204.16,0.0,1633.28,500.07,Express
ORD-108161,2023-10-05 09:02:53,CUST-2201,Consumer,Europe,Germany,Furniture,Sofa,4,287.96,0.15,979.06,157.44,Standard
ORD-100934,2024-12-19 06:39:33,CUST-1880,Home Office,Asia,Singapore,Technology,Keyboard,8,302.69,0.2,1937.22,442.53,Economy
ORD-109969,2022-11-11 01:07:33,CUST-2202,Corporate,Europe,Spain,Technology,Monitor,10,271.45,0.0,2714.5,1044.73,Economy
ORD-107624,2024-05-05 15:53:03,CUST-1387,Consumer,Europe,Spain,Technology,Keyboard,1,220.25,0.0,220.25,76.86,Express
ORD-106724,2024-06-25 19:37:05,CUST-2517,Corporate,Europe,United Kingdom,Technology,Smartphone,11,359.16,0.0,3950.76,1056.61,Standard
ORD-109135,2024-10-05 14:11:01,CUST-2708,Consumer,Europe,United Kingdom,Furniture,Lamp,7,120.38,0.0,842.66,336.77,Economy
ORD-100906,2023-11-13 00:55:02,CUST-1497,Consumer,Europe,Germany,Furniture,Desk,11,301.12,0.3,2318.62,121.32,Economy
ORD-109189,2022-08-30 19:49:16,CUST-1449,Home Office,Europe,United Kingdom,Technology,Smartphone,10,243.0,0.1,2187.0,610.51,Economy
ORD-106058,2024-02-01 02:12:06,CUST-2658,Corporate,Asia,Singapore,Office Supplies,Stapler,11,9.33,0.15,87.24,26.12,Standard
ORD-103037,2024-03-02 09:52:10,CUST-1674,Consumer,North America,United States,Office Supplies,Binder,10,21.16,0.1,190.44,56.52,Standard
ORD-104952,2024-09-03 20:00:24,CUST-1224,Corporate,North America,Canada,Furniture,Desk,5,306.92,0.2,1227.68,237.6,Standard
ORD-106271,2022-07-26 19:37:00,CUST-1890,Home Office,North America,Mexico,Office Supplies,Binder,3,7.23,0.0,21.69,6.81,Economy
ORD-102975,2022-08-24 04:28:46,CUST-1843,Corporate,Asia,Singapore,Office Supplies,Paper (Ream),3,9.36,0.0,28.08,10.13,Same Day
ORD-106988,2023-08-13 18:38:49,CUST-1397,Consumer,North America,United States,Furniture,Desk,5,202.36,0.1,910.62,240.54,Economy
ORD-109713,2023-08-30 11:43:05,CUST-1456,Consumer,Asia,Japan,Office Supplies,Binder,3,12.55,0.0,37.65,12.99,Standard
ORD-109833,2024-11-13 08:03:09,CUST-2341,Consumer,Asia,Singapore,Technology,Headphones,3,703.73,0.0,2111.19,832.85,Economy
ORD-101769,2024-12-07 06:42:37,CUST-1033,Consumer,Asia,Singapore,Technology,Keyboard,2,311.2,0.0,622.4,216.24,Economy
ORD-108017,2024-01-24 21:51:37,CUST-2903,Consumer,Asia,Singapore,Office Supplies,Stapler,7,14.99,0.0,104.93,33.89,Express
ORD-101509,2024-08-30 02:30:27,CUST-1038,Consumer,Asia,Japan,Technology,Monitor,9,526.29,0.0,4736.61,1773.36,Standard
ORD-101066,2023-09-15 13:21:37,CUST-2977,Consumer,North America,Canada,Technology,Smartphone,4,384.45,0.1,1384.02,377.18,Economy
ORD-105030,2024-05-01 09:23:52,CUST-2333,Consumer,North America,Canada,Technology,Laptop,1,1086.25,0.1,977.62,259.97,Same Day
ORD-108176,2024-02-29 15:11:12,CUST-1111,Consumer,Europe,Germany,Technology,Laptop,5,541.84,0.0,2709.2,826.75,Standard
ORD-105477,2022-11-18 22:34:18,CUST-1641,Corporate,Europe,Germany,Office Supplies,Binder,8,10.27,0.0,82.16,25.89,Standard
ORD-106678,2022-01-16 16:32:05,CUST-2342,Consumer,North America,United States,Technology,Keyboard,1,558.83,0.0,558.83,195.7,Standard
ORD-102650,2023-12-30 15:43:15,CUST-1829,Home Office,Oceania,Australia,Technology,Laptop,8,624.89,0.0,4999.12,2036.22,Standard
ORD-106538,2023-02-12 22:30:54,CUST-2679,Consumer,Europe,Spain,Technology,Headphones,10,423.71,0.0,4237.1,1441.1,Standard
ORD-103126,2024-11-04 18:47:30,CUST-1975,Consumer,Europe,Germany,Technology,Monitor,8,665.18,0.15,4523.22,761.88,Standard
ORD-108737,2024-06-11 23:48:02,CUST-1939,Home Office,North America,Mexico,Technology,Headphones,4,334.01,0.1,1202.44,283.3,Same Day
ORD-101703,2024-04-18 23:08:08,CUST-2064,Consumer,Europe,Germany,Office Supplies,Pens (Pack),7,9.34,0.15,55.57,13.57,Express
ORD-108082,2023-05-07 15:52:13,CUST-2902,Consumer,North America,Canada,Technology,Monitor,5,532.06,0.2,2128.24,260.46,Standard
ORD-104449,2024-10-25 16:44:08,CUST-1712,CONSUMER, North America ,United States,Office Supplies,Pens (Pack),11,12.69,0.3,97.71,0.97,Same Day
ORD-104032,2022-07-04 07:51:25,CUST-2156,Corporate,Europe,Germany,Office Supplies,Binder,10,16.56,0.0,165.6,37.82,Standard
ORD-104504,2022-08-06 19:07:46,CUST-2053,Consumer,North America,Mexico,Office Supplies,Paper (Ream),9,11.55,0.15,88.36,12.59,Standard
ORD-102639,2023-03-03 16:19:12,CUST-1690,Consumer,North America,United States,Office Supplies,Notebook,2,11.8,0.0,23.6,8.36,Same Day
ORD-102329,2022-01-24 19:54:43,CUST-1617,Consumer,Europe,Spain,Technology,Monitor,9,644.66,0.0,5801.94,1842.33,Economy
ORD-106500,2023-08-26 22:04:13,CUST-2120,Home Office,Oceania,Australia,Technology,Smartphone,7,322.86,0.1,2034.02,473.97,Same Day
ORD-107339,2023-02-14 19:56:57,CUST-1162,Home Office,Oceania,New Zealand,Furniture,Bookcase,6,105.04,0.0,630.24,202.27,Standard
ORD-107194,2023-01-03 23:55:38,CUST-1655,Corporate,Asia,Japan,Technology,Keyboard,6,241.39,0.0,1448.34,571.61,Standard
ORD-101177,2024-08-24 05:08:10,CUST-1192,,North America,United States,Office Supplies,Stapler,7,10.29,0.1,64.83,20.2,
ORD-106196,2024-05-03 05:47:50,CUST-2143,Consumer,Asia,Japan,Technology,Laptop,11,664.44,0.0,7308.84,2951.69,Same Day
ORD-106423,2023-02-28 22:20:44,CUST-2403,Home Office,Asia,Japan,Office Supplies,Notebook,2,24.0,0.15,40.8,7.12,Standard
ORD-105818,2024-07-24 07:11:56,CUST-2281,Home Office,North America,Canada,Office Supplies,Paper (Ream),3,12.81,0.1,34.59,9.4,Express
ORD-106657,2024-04-17 06:04:13,CUST-2317,Home Office,Oceania,Australia,Furniture,Lamp,8,189.92,0.0,1519.36,695.54,Express
ORD-106261,2023-10-26 01:11:50,CUST-1834,Corporate,North America,Canada,Furniture,Bookcase,11,154.63,0.1,1530.84,363.44,Standard
ORD-109026,2024-03-30 06:37:25,CUST-1039,Corporate,Asia,Singapore,Technology,Laptop,4,390.81,0.0,1563.24,619.31,Same Day
ORD-104668,2023-06-02 05:35:47,CUST-2198,Consumer,Asia,India,Office Supplies,Stapler,7,10.51,0.0,73.57,22.73,Standard
ORD-108863,2024-03-16 17:25:41,CUST-1948,Consumer,Europe,France,Office Supplies,Stapler,6,13.07,0.0,78.42,31.44,Standard
ORD-102225,2023-04-16 11:18:18,CUST-2855,Consumer,North America,United States,Technology,Keyboard,7,725.92,0.0,5081.44,1646.75,Standard
ORD-101071,2023-01-28 12:40:17,CUST-2849,Corporate,Europe,Germany,Furniture,Desk,2,263.84,0.1,474.91,119.77,Express
ORD-104083,2022-02-18 06:21:31,CUST-1644,Corporate,North America,Mexico,Technology,Smartphone,8,447.04,0.0,3576.32,1409.87,Economy
ORD-104254,2022-09-17 08:33:53,CUST-1988,Corporate,Asia,India,Technology,Keyboard,10,768.76,0.3,5381.32,507.91,Standard
ORD-106314,2022-10-02 03:04:33,CUST-2004,CONSUMER, Europe ,Germany,Office Supplies,Pens (Pack),9,11.29,0.2,81.29,1.43,Standard
ORD-106489,2023-09-27 07:27:33,CUST-2624,Consumer,Oceania,Australia,Office Supplies,Pens (Pack),5,6.77,0.15,28.77,5.3,Standard
ORD-109187,2024-07-14 15:35:29,CUST-1660,Corporate,Europe,Spain,Office Supplies,Binder,2,16.74,0.0,33.48,9.34,Economy
ORD-102323,2022-12-26 16:51:42,CUST-2497,Home Office,North America,Mexico,Technology,Headphones,11,390.64,0.0,4297.04,1217.68,Standard
ORD-105963,2023-04-29 20:34:37,CUST-1937,Corporate,North America,United States,Technology,Headphones,1,553.2,0.15,470.22,140.21,Express
ORD-105864,2023-07-26 03:30:08,CUST-1347,Corporate,Europe,Germany,Technology,Laptop,9,948.02,0.1,7678.96,1923.29,Standard
ORD-109322,2024-02-12 09:16:05,CUST-1082,Corporate,North America,Canada,Office Supplies,Binder,2,17.96,0.15,30.53,4.34,Standard
ORD-103619,2024-10-10 04:53:59,CUST-1947,Consumer,Oceania,New Zealand,Office Supplies,Paper (Ream),1,7.77,0.1,6.99,2.44,Same Day
ORD-108208,2023-03-31 14:36:38,CUST-1585,Corporate,Europe,France,Office Supplies,Pens (Pack),2,13.3,0.15,22.61,6.26,Standard
ORD-109120,2023-05-31 00:39:16,CUST-2147,Home Office,Europe,France,Technology,Laptop,3,395.26,0.2,948.62,113.83,Express
ORD-107885,2024-07-15 21:41:39,CUST-1163,Consumer,North America,Mexico,Furniture,Office Chair,5,225.91,0.1,1016.6,273.02,Express
ORD-103418,2023-07-09 14:48:17,CUST-1534,Consumer,North America,Mexico,Office Supplies,Stapler,6,17.88,0.0,107.28,41.52,Standard
ORD-109360,2022-12-07 09:04:09,CUST-2999,Consumer,North America,Canada,Office Supplies,Pens (Pack),8,8.3,0.1,59.76,19.42,Standard
ORD-104184,2024-03-24 19:32:55,CUST-2602,Corporate,Oceania,New Zealand,Office Supplies,Stapler,2,9.41,0.1,16.94,4.34,Economy
ORD-104567,2022-02-23 07:10:12,CUST-1682,Consumer,North America,United States,Technology,Laptop,5,465.05,0.0,2325.25,813.21,Standard
ORD-107941,2022-06-03 07:08:10,CUST-2131,CONSUMER, North America ,Mexico,Technology,Monitor,3,614.21,0.2,1474.1,264.28,Same Day
ORD-108660,2022-02-13 11:11:17,CUST-1791,Consumer,North America,Canada,Office Supplies,Pens (Pack),5,14.17,0.0,70.85,24.2,Standard
ORD-101877,2024-03-15 19:14:11,CUST-1502,Consumer,North America,Canada,Technology,Keyboard,1,607.02,0.0,607.02,251.93,Express
ORD-108738,2022-11-21 09:03:08,CUST-1850,,Asia,Japan,Technology,Monitor,4,670.57,0.2,2145.82,,
ORD-100282,2023-09-01 23:05:12,CUST-1372,Consumer,North America,Canada,Office Supplies,Pens (Pack),3,10.28,0.0,30.84,13.12,Same Day
ORD-100911,2023-07-08 14:24:08,CUST-1613,Consumer,Asia,Singapore,Office Supplies,Paper (Ream),3,15.5,0.15,39.52,7.54,Standard
ORD-108048,2022-07-20 11:00:18,CUST-1674,Consumer,Europe,Germany,Office Supplies,Pens (Pack),6,6.91,0.2,33.17,6.22,Standard
ORD-108624,2022-11-24 05:10:29,CUST-1537,Corporate,North America,United States,Furniture,Bookcase,5,117.8,0.2,471.2,70.49,Standard
ORD-102103,2022-12-01 05:02:11,CUST-2164,Consumer,Oceania,Australia,Office Supplies,Stapler,2,12.4,0.0,24.8,9.02,Standard
ORD-101349,2023-02-25 12:46:51,CUST-2522,Consumer,North America,Mexico,Furniture,Desk,1,222.46,0.15,189.09,46.31,Standard
ORD-108938,2024-04-09 05:01:10,CUST-1828,Consumer,Europe,Spain,Office Supplies,Stapler,8,16.97,0.0,135.76,29.57,Standard
ORD-107960,2024-11-23 07:38:17,CUST-2240,Home Office,North America,Mexico,Furniture,Lamp,5,135.2,0.0,676.0,217.26,Express
ORD-107478,2024-02-27 01:07:45,CUST-1988,Home Office,Europe,United Kingdom,Furniture,Office Chair,2,258.18,0.0,516.36,202.24,Economy
ORD-106170,2023-11-25 16:59:38,CUST-1611,Home Office,Oceania,Australia,Furniture,Bookcase,5,160.53,0.3,561.85,88.29,Standard
ORD-103782,2022-06-04 16:09:43,CUST-2770,Corporate,Oceania,Australia,Technology,Smartphone,3,289.68,0.15,738.68,208.49,Standard
ORD-101644,2024-09-21 21:10:43,CUST-2181,Consumer,North America,United States,Office Supplies,Stapler,9,9.96,0.2,71.71,8.19,Standard
ORD-100152,2024-12-15 15:48:02,CUST-2604,Consumer,North America,United States,Office Supplies,Notebook,8,13.34,0.0,106.72,33.46,Express
ORD-109104,2023-03-17 03:58:14,CUST-2076,Consumer,Asia,India,Office Supplies,Notebook,1,14.31,0.0,14.31,5.8,Express
ORD-100450,2023-06-21 08:35:43,CUST-2369,Consumer,North America,Canada,Technology,Smartphone,2,601.75,0.0,1203.5,399.38,Standard
ORD-106680,2022-09-18 16:23:24,CUST-1162,Consumer,Europe,Spain,Technology,Keyboard,4,573.59,0.1,2064.92,651.68,Express
ORD-102654,2022-11-04 13:40:04,CUST-2834,Home Office,Europe,Germany,Technology,Keyboard,4,286.5,0.0,1146.0,357.8,Economy
ORD-108026,2024-08-13 18:33:13,CUST-2806,Corporate,North America,Mexico,Technology,Laptop,8,532.54,0.1,3834.29,1107.32,Express
ORD-100527,2024-05-05 15:15:13,CUST-2101,Home Office,Oceania,Australia,Office Supplies,Binder,6,16.61,0.3,69.76,0.61,Economy
ORD-106866,2023-02-22 06:03:15,CUST-2851,Corporate,Europe,France,Office Supplies,Binder,6,16.97,0.0,101.82,35.04,Standard
ORD-107376,2022-09-20 09:59:58,CUST-1095,Consumer,North America,United States,Furniture,Office Chair,5,239.35,0.2,957.4,228.48,Economy
ORD-105249,2024-02-01 22:55:49,CUST-1866,Consumer,Asia,Singapore,Furniture,Office Chair,6,206.22,0.1,1113.59,269.37,Standard
ORD-108756,2023-07-20 09:08:27,CUST-2660,Consumer,North America,United States,Furniture,Sofa,1,262.5,0.15,223.12,40.32,Express
ORD-107361,2023-12-21 06:58:20,CUST-2675,Consumer,Asia,India,Office Supplies,Binder,4,9.36,0.0,37.44,11.47,Standard
ORD-109923,2024-10-22 02:33:37,CUST-1341,Consumer,North America,United States,Technology,Laptop,3,598.05,0.1,1614.74,290.24,Economy
ORD-103986,2024-02-06 23:24:14,CUST-2158,Home Office,North America,Mexico,Technology,Smartphone,8,512.94,0.0,4103.52,1313.36,Standard
ORD-106129,2022-09-01 21:27:41,CUST-1209,Consumer,North America,Canada,Technology,Keyboard,8,482.3,0.0,3858.4,1296.64,Express
ORD-102673,2022-02-04 14:05:23,CUST-1594,Corporate,Europe,United Kingdom,Technology,Monitor,1,295.75,0.15,251.39,37.99,Standard
ORD-107507,2023-02-20 22:44:45,CUST-2174,Consumer,Asia,India,Office Supplies,Stapler,6,14.23,0.0,85.38,29.27,Standard
ORD-100687,2022-08-14 18:06:47,CUST-1876,Consumer,Oceania,New Zealand,Technology,Smartphone,5,937.57,0.0,4687.85,1262.19,Standard
ORD-101845,2024-12-06 23:29:53,CUST-1907,Corporate,Europe,France,Technology,Monitor,10,380.19,0.0,3801.9,1329.65,Standard
ORD-100299,2023-03-01 03:22:43,CUST-2249,Corporate,Europe,France,Office Supplies,Pens (Pack),10,11.58,0.0,115.8,40.56,Express
ORD-103788,2024-07-25 16:14:55,CUST-1203,Corporate,North America,Mexico,Office Supplies,Paper (Ream),3,20.48,0.2,49.15,2.47,Economy
ORD-102945,2024-04-10 11:37:09,CUST-2430,Corporate,Europe,United Kingdom,Office Supplies,Pens (Pack),7,20.0,0.1,126.0,28.7,Standard
ORD-100194,2023-06-20 09:50:56,CUST-2698,CONSUMER, North America ,Mexico,Furniture,Desk,3,258.61,0.1,698.25,240.0,Express
ORD-104740,2023-03-01 04:39:44,CUST-2815,CORPORATE, North America ,United States,Furniture,Desk,10,182.71,0.1,1644.39,408.68,Standard
ORD-104871,2023-04-30 15:31:49,CUST-2104,Home Office,North America,Canada,Furniture,Sofa,7,154.57,0.2,865.59,281.26,Express
ORD-100685,2023-04-23 14:52:28,CUST-2718,,North America,United States,Technology,Laptop,5,506.3,0.0,2531.5,845.37,Standard
ORD-109783,2022-10-09 19:41:20,CUST-2694,Home Office,North America,Canada,Technology,Keyboard,4,169.02,0.15,574.67,94.24,Same Day
